abfahren;-<br><br>fährt ab<br>ist abgefahren<br>fuhr ab<br><br>Der Zug fährt um sieben Uhr ab.<br><br>вирушати<br><br>Поїзд вирушає о сьомій годині.
ankommen;-<br><br>kommt an<br>ist angekommen<br>kam an<br><br>Wir kommen um neun Uhr in Konstanz an.<br><br>прибувати<br><br>Ми прибуваємо до Констанца о дев’ятій годині.
übernachten;-<br><br>übernachtet<br>hat übernachtet<br>übernachtete<br><br>Sie übernachten in einer gemütlichen Pension.<br><br>ночувати<br><br>Вони ночують у затишній пансіоні.
entdecken;A<br><br>entdeckt<br>hat entdeckt<br>entdeckte<br><br>Die Kinder entdecken viele Tiere auf dem Bauernhof.<br><br>відкривати<br><br>Діти відкривають багато тварин на фермі.
besichtigen;A<br><br>besichtigt<br>hat besichtigt<br>besichtigte<br><br>Wir besichtigen das Schloss Schönbrunn.<br><br>оглядати<br><br>Ми оглядаємо палац Шенбрунн.
mitnehmen;A<br><br>nimmt mit<br>hat mitgenommen<br>nahm mit<br><br>Nimm bitte deinen Reisepass mit.<br><br>брати з собою<br><br>Будь ласка, візьми свій паспорт із собою.
sich erholen;-<br><br>erholt sich<br>hat sich erholt<br>erholte sich<br><br>Im Urlaub erholen wir uns am Meer.<br><br>відпочивати<br><br>У відпустці ми відпочиваємо на морі.
sich anmelden;für + A<br><br>meldet sich an<br>hat sich angemeldet<br>meldete sich an<br><br>Er meldet sich für die Bootstour an.<br><br>реєструватися<br><br>Він реєструється на прогулянку човном.
Campingplatz;der<br><br>Campingplätze<br><br>Der Campingplatz liegt direkt am See.<br><br>кемпінг<br><br>Кемпінг розташований прямо біля озера.
Ferienwohnung;die<br><br>Ferienwohnungen<br><br>Wir haben eine Ferienwohnung im Schwarzwald gemietet.<br><br>квартира для відпочинку<br><br>Ми орендували квартиру для відпочинку у Шварцвальді.
Küste;die<br><br>Küsten<br><br>Am Abend spazieren wir gern an der Küste.<br><br>узбережжя<br><br>Увечері ми любимо прогулюватися вздовж узбережжя.
Luft;die<br><br>Lüfte<br><br>Die Luft auf dem Land ist sehr frisch.<br><br>повітря<br><br>Повітря в селі дуже свіже.
Aussicht;die<br><br>Aussichten<br><br>Von den Bergen hat man eine wunderschöne Aussicht auf den See.<br><br>вид<br><br>З гір відкривається чудовий вид на озеро.
Berg;der<br><br>Berge<br><br>Wir steigen jeden Sommer auf einen hohen Berg.<br><br>гора<br><br>Щоліта ми піднімаємось на високу гору.
See;der<br><br>Seen<br><br>Am Wochenende fahren wir an einen ruhigen See.<br><br>озеро<br><br>На вихідних ми їдемо до тихого озера.
windig;windstill<br><br>Heute ist es an der Küste sehr windig.<br><br>вітряний / безвітряний<br><br>Сьогодні на узбережжі дуже вітряно.
trocken;nass<br><br>In der Wüste ist das Klima extrem trocken.<br><br>сухий / мокрий<br><br>У пустелі клімат надзвичайно сухий.
langweilig;spannend<br><br>Ein Urlaub ohne Aktivitäten ist ihm zu langweilig.<br><br>нудний / захопливий<br><br>Відпустка без активностей для нього занадто нудна.
kühl;warm<br><br>Das Wasser im Gebirgssee ist kühl.<br><br>прохолодний / теплий<br><br>Вода в гірському озері прохолодна.
modern;altmodisch<br><br>Das Hotel bietet modern eingerichtete Zimmer.<br><br>сучасний / старомодний<br><br>Готель пропонує сучасно обладнані номери.

Lust haben auf;Ich habe Lust auf eine Fahrradtour.<br><br>мати бажання<br><br>Я маю бажання на велосипедну прогулянку.
Ideen sammeln;Wir sammeln Ideen für den Urlaub.<br><br>збирати ідеї<br><br>Ми збираємо ідеї для відпустки.
fahren;nach + D, in + A, an + A<br><br>fährt<br>ist gefahren<br>fuhr<br><br>Wir fahren im Sommer an die Ostsee.<br><br>їхати<br><br>Влітку ми їдемо на Балтійське море.
bleiben;in + D<br><br>bleibt<br>ist geblieben<br>blieb<br><br>Ich bleibe eine Woche in Bordeaux.<br><br>залишатися<br><br>Я залишаюся тиждень у Бордо.
einladen;A, zu + D<br><br>lädt ein<br>hat eingeladen<br>lud ein<br><br>Ich lade dich zum Festival ein.<br><br>запрошувати<br><br>Я запрошую тебе на фестиваль.
beobachten;A<br><br>beobachtet<br>hat beobachtet<br>beobachtete<br><br>Wir beobachten wilde Tiere in Südafrika.<br><br>спостерігати<br><br>Ми спостерігаємо диких тварин у Південній Африці.
genießen;A<br><br>genießt<br>hat genossen<br>genoss<br><br>Sie genießt das schöne Wetter am Strand.<br><br>насолоджуватися<br><br>Вона насолоджується гарною погодою на пляжі.
baden;in + D<br><br>badet<br>hat gebadet<br>badete<br><br>Die Kinder baden im See.<br><br>купатися<br><br>Діти купаються в озері.
spazieren gehen;-<br><br>geht spazieren<br>ist spazieren gegangen<br>ging spazieren<br><br>Wir gehen abends am Meer spazieren.<br><br>гуляти<br><br>Ми ввечері гуляємо біля моря.
weiterfahren;-<br><br>fährt weiter<br>ist weitergefahren<br>fuhr weiter<br><br>Nach drei Wochen fahren wir weiter in die Berge.<br><br>продовжувати їхати<br><br>Через три тижні ми продовжуємо їхати в гори.
losfahren;-<br><br>fährt los<br>ist losgefahren<br>fuhr los<br><br>Wir fahren ohne Ziel los.<br><br>вирушати в дорогу<br><br>Ми вирушаємо в дорогу без мети.
Bauernhof;der<br><br>Bauernhöfe<br><br>Wir wohnen auf einem Bauernhof mit vielen Tieren.<br><br>ферма<br><br>Ми живемо на фермі з багатьма тваринами.
Wüste;die<br><br>Wüsten<br><br>Ich möchte einmal die Wüste sehen.<br><br>пустеля<br><br>Я хочу колись побачити пустелю.
Insel;die<br><br>Inseln<br><br>Wir fahren jeden Sommer auf eine kleine Insel.<br><br>острів<br><br>Щоліта ми їдемо на маленький острів.
Festival;das<br><br>Festivals<br><br>In Bordeaux besuche ich ein Musikfestival.<br><br>фестиваль<br><br>У Бордо я відвідую музичний фестиваль.
Sehenswürdigkeit;die<br><br>Sehenswürdigkeiten<br><br>Wir besichtigen viele Sehenswürdigkeiten in Wien.<br><br>пам'ятка<br><br>Ми оглядаємо багато пам’яток у Відні.
Jugendherberge;die<br><br>Jugendherbergen<br><br>Sie übernachten oft in einer Jugendherberge.<br><br>молодіжний хостел<br><br>Вони часто ночують у молодіжному хостелі.
heiß;kalt<br><br>Im Sommer ist es am Schwarzen Meer sehr heiß.<br><br>гарячий / холодний<br><br>Улітку на Чорному морі дуже спекотно.
begeistert;gleichgültig<br><br>Tim ist begeistert von der Idee.<br><br>в захваті / байдужий<br><br>Тім у захваті від цієї ідеї.
preiswert;teuer<br><br>Es gibt keine preiswerteren Unterkünfte.<br><br>недорогий / дорогий<br><br>Немає дешевших помешкань.
frisch;stickig<br><br>Die Luft auf dem Land ist frisch.<br><br>свіжий / задушливий<br><br>Повітря в селі свіже.
freundlich;unfreundlich<br><br>Der Service im Hotel ist sehr freundlich.<br><br>дружелюбний / недружній<br><br>Обслуговування в готелі дуже дружелюбне.

eine E-Mail schreiben;Ich schreibe eine E-Mail an das Hotel.<br><br>писати електронного листа<br><br>Я пишу електронного листа до готелю.
eine Nachricht schreiben;Bitte schreib mir eine Nachricht, wenn du ankommst.<br><br>писати повідомлення<br><br>Будь ласка, напиши мені повідомлення, коли приїдеш.
ein Zimmer reservieren;Ich möchte für das Wochenende ein Zimmer reservieren.<br><br>зарезервувати кімнату<br><br>Я хочу забронювати кімнату на вихідні.
eine Anzeige schreiben;Wir schreiben eine Anzeige für unsere Ferienwohnung.<br><br>скласти оголошення<br><br>Ми складаємо оголошення для нашої квартири відпочинку.
einen Vorschlag ablehnen;Tim lehnt den Vorschlag ab, in die Berge zu fahren.<br><br>відхиляти пропозицію<br><br>Тім відхиляє пропозицію поїхати в гори.
einen Vorschlag annehmen;Lara nimmt den neuen Vorschlag gern an.<br><br>приймати пропозицію<br><br>Лара із задоволенням приймає нову пропозицію.
reservieren;A<br><br>reserviert<br>hat reserviert<br>reservierte<br><br>Wir reservieren zwei Plätze im Restaurant.<br><br>резервувати<br><br>Ми резервуємо два місця в ресторані.
verbringen;A<br><br>verbringt<br>hat verbracht<br>verbrachte<br><br>Wir verbringen drei Tage in Wien.<br><br>проводити (час)<br><br>Ми проводимо три дні у Відні.
suchen;A<br><br>sucht<br>hat gesucht<br>suchte<br><br>Sie sucht eine günstige Unterkunft.<br><br>шукати<br><br>Вона шукає недороге житло.
finden;A<br><br>findet<br>hat gefunden<br>fand<br><br>Er findet einen schönen Radweg am Rhein.<br><br>знаходити<br><br>Він знаходить гарну велосипедну доріжку біля Рейну.
kosten;A<br><br>kostet<br>hat gekostet<br>kostete<br><br>Das Ticket kostet 25 Euro.<br><br>коштувати<br><br>Квиток коштує 25 євро.
dauern;-<br><br>dauert<br>hat gedauert<br>dauerte<br><br>Die Fahrt dauert über eine Stunde.<br><br>тривати<br><br>Поїздка триває понад годину.
schwimmen;-<br><br>schwimmt<br>ist geschwommen<br>schwamm<br><br>Wir schwimmen jeden Morgen im See.<br><br>плавати<br><br>Щоранку ми плаваємо в озері.
kochen;A<br><br>kocht<br>hat gekocht<br>kochte<br><br>Am Abend kochen wir zusammen Pasta.<br><br>готувати<br><br>Увечері ми разом готуємо пасту.
einpacken;A<br><br>packt ein<br>hat eingepackt<br>packte ein<br><br>Ich packe die Wanderschuhe ein.<br><br>пакувати<br><br>Я пакую черевики для походу.
sich einigen auf;auf + A<br><br>einigt sich<br>hat sich geeinigt<br>einigte sich<br><br>Sie einigen sich auf einen Wochenendausflug.<br><br>домовлятися<br><br>Вони домовляються про поїздку на вихідні.
sich bewegen;-<br><br>bewegt sich<br>hat sich bewegt<br>bewegte sich<br><br>Beim Wandern bewegt man sich viel.<br><br>рухатися<br><br>Під час походу багато рухаєшся.
Unterkunft;die<br><br>Unterkünfte<br><br>Wir brauchen eine preiswerte Unterkunft.<br><br>житло<br><br>Нам потрібне недороге житло.
Zimmer;das<br><br>Zimmer<br><br>Das Zimmer hat einen schönen Blick aufs Meer.<br><br>кімната<br><br>Кімната має гарний вид на море.
Frühstück;das<br><br>Frühstücke<br><br>Das Frühstück im Hotel ist lecker.<br><br>сніданок<br><br>Сніданок у готелі смачний.
Angebot;das<br><br>Angebote<br><br>Wir wählen ein günstiges Angebot aus.<br><br>пропозиція (оферта)<br><br>Ми обираємо вигідну пропозицію.
Fahrradtour;die<br><br>Fahrradtouren<br><br>Eine Fahrradtour an der Mosel macht Spaß.<br><br>велосипедна прогулянка<br><br>Велосипедна прогулянка вздовж Мозеля приносить задоволення.
Radweg;der<br><br>Radwege<br><br>Der Radweg führt direkt am Fluss entlang.<br><br>велодоріжка<br><br>Велодоріжка проходить прямо вздовж річки.
Kirche;die<br><br>Kirchen<br><br>Du musst unbedingt die Thomaskirche sehen.<br><br>церква<br><br>Ти обов’язково маєш побачити церкву Святого Фоми.
Dom;der<br><br>Dome<br><br>Der berühmte Dom steht im Zentrum der Stadt.<br><br>собор<br><br>Відомий собор стоїть у центрі міста.
Ticket;das<br><br>Tickets<br><br>Wir kaufen Tickets für die Busfahrt online.<br><br>квиток<br><br>Ми купуємо квитки на автобус онлайн.
Strandbad;das<br><br>Strandbäder<br><br>Das Strandbad am Titisee ist sehr beliebt.<br><br>пляжний басейн<br><br>Пляжний басейн на Тітізе дуже популярний.
lecker;eklig<br><br>Das Frühstück war wirklich lecker.<br><br>смачний / огидний<br><br>Сніданок був справді смачний.
romantisch;unromantisch<br><br>Sie mieten ein romantisches Ferienhaus im Wald.<br><br>романтичний / неромантичний<br><br>Вони орендують романтичний будинок у лісі.
anstrengend;entspannend<br><br>Bergsteigen ist anstrengend, aber schön.<br><br>виснажливий / розслаблюючий<br><br>Скелелазіння виснажливе, але гарне.
nett;unfreundlich<br><br>Die Leute hier sind sehr nett.<br><br>приємний / непривітний<br><br>Люди тут дуже приємні.
interessant;langweilig<br><br>Die Stadtführung war interessant.<br><br>цікавий / нудний<br><br>Екскурсія містом була цікавою.

eine Unterkunft buchen;Wir buchen eine Unterkunft im Schwarzwald.<br><br>забронювати житло<br><br>Ми бронюємо житло у Шварцвальді.
eine Wahl treffen;Er trifft eine Wahl zwischen Strand und Bergen.<br><br>робити вибір<br><br>Він робить вибір між пляжем і горами.
eine Entscheidung treffen;Ich muss heute eine Entscheidung treffen.<br><br>ухвалювати рішення<br><br>Я маю прийняти рішення сьогодні.
eine Idee haben;Tim hat eine tolle Idee für den Ausflug.<br><br>мати ідею<br><br>Тім має чудову ідею для поїздки.
eine Pause machen;Wir machen unterwegs eine Pause.<br><br>робити перерву<br><br>Ми робимо по дорозі перерву.
ein Ticket kaufen;Sie kauft ein Ticket für den Bus.<br><br>купувати квиток<br><br>Вона купує квиток на автобус.
vergleichen;A<br><br>vergleicht<br>hat verglichen<br>verglich<br><br>Wir vergleichen die Preise der Hotels.<br><br>порівнювати<br><br>Ми порівнюємо ціни готелів.
ordnen;A<br><br>ordnet<br>hat geordnet<br>ordnete<br><br>Bitte ordnen Sie die Fotos.<br><br>упорядкувати<br><br>Будь ласка, упорядкуйте фотографії.
korrigieren;A<br><br>korrigiert<br>hat korrigiert<br>korrigierte<br><br>Der Lehrer korrigiert die Fehler im Text.<br><br>виправляти<br><br>Учитель виправляє помилки в тексті.
markieren;A<br><br>markiert<br>hat markiert<br>markierte<br><br>Markiere die richtige Antwort.<br><br>позначати<br><br>Познач правильну відповідь.
ergänzen;A<br><br>ergänzt<br>hat ergänzt<br>ergänzte<br><br>Ergänzen Sie bitte die Tabelle.<br><br>доповнювати<br><br>Будь ласка, доповніть таблицю.
sortieren;A<br><br>sortiert<br>hat sortiert<br>sortierte<br><br>Sie sortiert die Unterlagen nach Datum.<br><br>сортувати<br><br>Вона сортує документи за датою.
verbinden;A<br><br>verbindet<br>hat verbunden<br>verband<br><br>Verbinde die Wörter mit den Bildern.<br><br>поєднувати<br><br>Поєднай слова з картинками.
einsteigen in;in + A<br><br>steigt ein<br>ist eingestiegen<br>stieg ein<br><br>Bitte steigen Sie in den Bus ein.<br><br>сідати в транспорт<br><br>Будь ласка, сідайте в автобус.
aussteigen aus;aus + D<br><br>steigt aus<br>ist ausgestiegen<br>stieg aus<br><br>Wir steigen am Hauptbahnhof aus dem Zug aus.<br><br>виходити з транспорту<br><br>Ми виходимо з поїзда на головному вокзалі.
sich beeilen;A<br><br>beeilt sich<br>hat sich beeilt<br>beeilte sich<br><br>Bitte beeil dich, der Bus fährt gleich ab.<br><br>поспішати<br><br>Будь ласка, поспішай, автобус скоро від’їжджає.
Wochenende;das<br><br>Wochenenden<br><br>Am Wochenende machen wir einen Ausflug.<br><br>вихідні<br><br>На вихідних ми робимо поїздку.
Ausflug;der<br><br>Ausflüge<br><br>Wir planen einen Ausflug an den Rhein.<br><br>прогулянка / поїздка<br><br>Ми плануємо поїздку до Рейну.
Reise;die<br><br>Reisen<br><br>Die Reise nach Wien dauert drei Tage.<br><br>подорож<br><br>Подорож до Відня триває три дні.
Fahrt;die<br><br>Fahrten<br><br>Die Fahrt mit dem Bus ist günstig.<br><br>поїздка (проїзд)<br><br>Проїзд автобусом недорогий.
Bus;der<br><br>Busse<br><br>Der Bus fährt stündlich nach Dresden.<br><br>автобус<br><br>Автобус щогодини їде до Дрездена.
Bahn;die<br><br>Bahnen<br><br>Wir reisen mit der Bahn nach Hamburg.<br><br>потяг<br><br>Ми подорожуємо потягом до Гамбурга.
Preis;der<br><br>Preise<br><br>Der Preis für die Fahrt ist 29 Euro.<br><br>ціна<br><br>Ціна поїздки становить 29 євро.
Wetter;das<br><br>-<br><br>Gutes Wetter ist Lara sehr wichtig.<br><br>погода<br><br>Гарна погода дуже важлива для Лари.
Landschaft;die<br><br>Landschaften<br><br>Die Landschaft in der Lüneburger Heide ist wunderschön.<br><br>пейзаж<br><br>Пейзаж у Люнебурзькій пустці чудовий.
Service;der<br><br>Services<br><br>Der freundliche Service gefällt den Gästen.<br><br>сервіс<br><br>Дружній сервіс подобається гостям.
Lage;die<br><br>Lagen<br><br>Die ruhige Lage des Hotels ist ideal.<br><br>розташування<br><br>Тихе розташування готелю ідеальне.
Halbpension;die<br><br>-<br><br>Wir buchen das Zimmer mit Halbpension.<br><br>напівпансіон<br><br>Ми бронюємо кімнату з напівпансіоном.
Ticket;das<br><br>Tickets<br><br>Ein Ticket für die Bahn kostet 45 Euro.<br><br>квиток<br><br>Квиток на потяг коштує 45 євро.
Boot;das<br><br>Boote<br><br>Man kann am See auch Boote mieten.<br><br>човен<br><br>На озері можна також орендувати човни.
Gewitter;das<br><br>Gewitter<br><br>Später gab es noch ein großes Gewitter.<br><br>гроза<br><br>Пізніше була велика гроза.
Fluss;der<br><br>Flüsse<br><br>Der Rhein ist ein langer Fluss in Deutschland.<br><br>річка<br><br>Рейн — довга річка в Німеччині.
Kanal;der<br><br>Kanäle<br><br>Der Rhein-Main-Donau-Kanal verbindet Flüsse.<br><br>канал<br><br>Канал Рейн-Майн-Дунай з’єднує річки.
Schule;die<br><br>Schulen<br><br>Samira geht ab September in die Gesamtschule.<br><br>школа<br><br>Саміра з вересня ходить до загальної школи.
spannend;langweilig<br><br>Das Quiz über Städte war spannend.<br><br>захопливий / нудний<br><br>Вікторина про міста була захопливою.
wunderschön;hässlich<br><br>Die Altstadt ist wunderschön.<br><br>чудовий / потворний<br><br>Старе місто чудове.
freundlich;unfreundlich<br><br>Die Pension bietet freundlichen Service.<br><br>дружній / недружній<br><br>Пансіон пропонує дружній сервіс.
ruhig;laut<br><br>Wir suchen ein ruhig gelegenes Zimmer.<br><br>тихий / гучний<br><br>Ми шукаємо тиху кімнату.

anbieten;D+A<br><br>bietet an<br>hat angeboten<br>bot an<br><br>Das Hotel bietet den Gästen leckeres Frühstück an.<br><br>пропонувати<br><br>Готель пропонує гостям смачний сніданок.
erleben;A<br><br>erlebt<br>hat erlebt<br>erlebte<br><br>Im Urlaub erleben wir viele Abenteuer.<br><br>переживати<br><br>На відпустці ми переживаємо багато пригод.
vermieten;A<br><br>vermietet<br>hat vermietet<br>vermietete<br><br>Die Familie vermietet eine Ferienwohnung.<br><br>здавати в оренду<br><br>Сім'я здає в оренду квартиру для відпочинку.
verkaufen;A<br><br>verkauft<br>hat verkauft<br>verkaufte<br><br>Sie verkauft ein rotes Sofa für 69 Euro.<br><br>продавати<br><br>Вона продає червоний диван за 69 євро.
wohnen;-<br><br>wohnt<br>hat gewohnt<br>wohnte<br><br>Wir wohnen auf einem Bauernhof.<br><br>жити<br><br>Ми живемо на фермі.
leben;-<br><br>lebt<br>hat gelebt<br>lebte<br><br>Vesela lebt in Luxemburg.<br><br>жити<br><br>Весела живе у Люксембурзі.
liegen;-<br><br>liegt<br>hat gelegen<br>lag<br><br>Meine Heimatstadt liegt am Schwarzen Meer.<br><br>розташовуватися<br><br>Моє рідне місто розташовується на Чорному морі.
träumen von;von + D<br><br>träumt<br>hat geträumt<br>träumte<br><br>Ich träume von einer Reise nach New York.<br><br>мріяти<br><br>Я мрію про подорож до Нью-Йорка.
sich erinnern an;an + A<br><br>erinnert sich<br>hat sich erinnert<br>erinnerte sich<br><br>Ich erinnere mich an den Termin.<br><br>пам'ятати<br><br>Я пам'ятаю дату.
Land;das<br><br>Länder<br><br>Wir fahren aufs Land, um uns zu erholen.<br><br>сільська місцевість / країна<br><br>Ми їдемо в село, щоб відпочити.
Meer;das<br><br>Meere<br><br>Am Meer kann man wunderbar entspannen.<br><br>море<br><br>На морі можна чудово відпочити.
Gebirge;das<br><br>Gebirge<br><br>Wir wandern gern im Gebirge.<br><br>гірський масив<br><br>Ми любимо ходити в походи в горах.
Schwarzwald;der<br><br>-<br><br>Der Schwarzwald bietet viele Wandertouren.<br><br>Шварцвальд<br><br>Шварцвальд пропонує багато маршрутів для походів.
Dschungel;der<br><br>Dschungel<br><br>Julius fährt zuerst in den Dschungel.<br><br>джунглі<br><br>Юліус спочатку їде в джунглі.
Altstadt;die<br><br>Altstädte<br><br>Die Altstadt von Luzern ist wunderschön.<br><br>старе місто<br><br>Старе місто Люцерна чудове.
Wandertour;die<br><br>Wandertouren<br><br>Wir machen schöne Wandertouren im Almtal.<br><br>похідний маршрут<br><br>Ми робимо гарні походи у долині Альм.
Verkehr;der<br><br>Verkehr<br><br>Das Ferienhaus liegt ohne lauten Verkehr.<br><br>рух<br><br>Будинок розташований без гучного руху.
laut;leise<br><br>Die Straße ist hier sehr laut.<br><br>гучний / тихий<br><br>Вулиця тут дуже гучна.
eine Wandertour machen;Wir machen am Samstag eine Wandertour in den Tälern.<br><br>робити похід<br><br>Ми робимо в суботу похід у долини.
einen Blick haben;Von den Bergen hat man einen wunderschönen Blick auf den See.<br><br>мати вид<br><br>З гір відкривається чудовий вид на озеро.
Urlaub verbringen;Wir verbringen unseren Urlaub an der Mosel.<br><br>проводити відпустку<br><br>Ми проводимо відпустку на Мозелі.
eine Stadt ansehen;Tim möchte eine große Stadt ansehen.<br><br>оглядати місто<br><br>Тім хоче подивитися велике місто.
eine Ausstellung ansehen;Wir können eine Ausstellung ansehen.<br><br>оглядати виставку<br><br>Ми можемо оглянути виставку.

einen Wochenendausflug planen;Wir planen einen Wochenendausflug an die Ostsee.<br><br>планувати поїздку на вихідні<br><br>Ми плануємо поїздку на вихідні до Балтійського моря.
faulenzen;-<br><br>faulenzt<br>hat gefaulenzt<br>faulenzte<br><br>Am Wochenende möchte ich faulenzen.<br><br>ледарювати<br><br>На вихідних я хочу поледарювати.
planen;A<br><br>plant<br>hat geplant<br>plante<br><br>Luiza plant eine Stadtführung durch Wien.<br><br>планувати<br><br>Луїза планує екскурсію містом у Відні.
zeigen;A+D<br><br>zeigt<br>hat gezeigt<br>zeigte<br><br>Ich zeige dir die schönsten Plätze der Stadt.<br><br>показувати<br><br>Я показую тобі найкрасивіші місця міста.
probieren;A<br><br>probiert<br>hat probiert<br>probierte<br><br>Du kannst hier Leipziger Allerlei probieren.<br><br>пробувати<br><br>Ти можеш тут спробувати «Лейпцизьку усіляк».
schmecken;D<br><br>schmeckt<br>hat geschmeckt<br>schmeckte<br><br>Die Sachertorte schmeckt mir besonders gut.<br><br>смакувати<br><br>Шахерторт мені особливо смакує.
fließen;-<br><br>fließt<br>ist geflossen<br>floss<br><br>Die Donau fließt durch zehn Länder Europas.<br><br>текти<br><br>Дунай тече через десять країн Європи.
Schloss;das<br><br>Schlösser<br><br>Wir besichtigen das Schloss Schönbrunn.<br><br>палац<br><br>Ми оглядаємо палац Шенбрунн.
Museum;das<br><br>Museen<br><br>In Wien gibt es viele berühmte Museen.<br><br>музей<br><br>У Відні є багато відомих музеїв.
Tal;das<br><br>Täler<br><br>Vom Berg hat man einen schönen Blick ins Tal.<br><br>долина<br><br>З гори відкривається гарний вид на долину.
